image	question	answers	answer_type	answerable	sum_confidence
VizWiz_train_00005491.jpg	What's in this picture?	[{'answer': 'table', 'answer_confidence': 'yes'}, {'answer': 'purse cup placemat pencils', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'purse cup pencils mail', 'answer_confidence': 'maybe'}, {'answer': 'purse cup pencils', 'answer_confidence': 'yes'}, {'answer': 'purse cuppencils table mat mail jar various things', 'answer_confidence': 'yes'}, {'answer': 'yellow handbag purple cup table', 'answer_confidence': 'yes'}, {'answer': 'cluttered table', 'answer_confidence': 'maybe'}, {'answer': 'bag placemats pencils cup jar mail magazines', 'answer_confidence': 'yes'}, {'answer': 'purse table placemat glass pencils mail', 'answer_confidence': 'maybe'}]	other	1	7
VizWiz_train_00005508.jpg	What's this?	[{'answer': 'table', 'answer_confidence': 'yes'}, {'answer': 'table chairs', 'answer_confidence': 'yes'}, {'answer': 'window', 'answer_confidence': 'yes'}, {'answer': 'glass sliding door', 'answer_confidence': 'yes'}, {'answer': 'window', 'answer_confidence': 'yes'}, {'answer': 'window', 'answer_confidence': 'yes'}, {'answer': 'window', 'answer_confidence': 'yes'}, {'answer': 'table', 'answer_confidence': 'yes'}, {'answer': 'large patterned glass window in front circular dining tallness chairs', 'answer_confidence': 'yes'}, {'answer': 'window', 'answer_confidence': 'yes'}]	other	1	10
VizWiz_train_00005714.jpg	What's that?	[{'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'shed doors'}, {'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'doors'}, {'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'doors'}, {'answer_confidence': 'maybe', 'answer': 'wardrobe'}, {'answer_confidence': 'yes', 'answer': 'closet'}]	other	1	9
VizWiz_train_00005990.jpg	On the table, if not, can you tell me which way to take the camera? Bit closer, or further away, or what?	[{'answer_confidence': 'yes', 'answer': 'stone'}, {'answer_confidence': 'yes', 'answer': 'farther away'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'move camera to left more'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'maybe', 'answer': 'further away'}, {'answer_confidence': 'yes', 'answer': 'to left more'}, {'answer_confidence': 'yes', 'answer': 'left'}]	other	1	7
VizWiz_train_00006153.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}, {'answer_confidence': 'yes', 'answer': 'banana'}]	other	1	10
VizWiz_train_00006604.jpg	What is that?	[{'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'bed'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen sink'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'kitchen counter sink'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}]	other	1	9
VizWiz_train_00006827.jpg	What's in the picture?	[{'answer_confidence': 'maybe', 'answer': 'table cupboards tv'}, {'answer_confidence': 'maybe', 'answer': 'tv table box salt pepper shakers napkins bag'}, {'answer_confidence': 'maybe', 'answer': 'table salt pepper shakers box'}, {'answer_confidence': 'yes', 'answer': 'man'}, {'answer_confidence': 'yes', 'answer': 'tv'}, {'answer_confidence': 'yes', 'answer': 'tv'}, {'answer_confidence': 'yes', 'answer': 'table napkins salt pepper box closet tv in background'}, {'answer_confidence': 'yes', 'answer': 'tv'}, {'answer_confidence': 'yes', 'answer': 'tv'}, {'answer_confidence': 'yes', 'answer': 'room tv'}]	other	1	7
VizWiz_train_00006893.jpg	Please tell me what my finger looks like? Is it bleeding? Or can you tell how bad I cut it?	[{'answer': 'no', 'answer_confidence': 'yes'}, {'answer': 'no', 'answer_confidence': 'yes'}, {'answer': 'not bleeding looks like has scrape on', 'answer_confidence': 'maybe'}, {'answer': 'not bleeding', 'answer_confidence': 'yes'}, {'answer': 'no', 'answer_confidence': 'maybe'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'looks sore like abrasion no bleeding', 'answer_confidence': 'yes'}, {'answer': 'yes but not bad', 'answer_confidence': 'maybe'}, {'answer': 'small nick', 'answer_confidence': 'yes'}, {'answer': 'papercut', 'answer_confidence': 'yes'}]	other	1	7
VizWiz_train_00007248.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'paper towel'}, {'answer_confidence': 'maybe', 'answer': 'toilet paper'}, {'answer_confidence': 'maybe', 'answer': 'cloth'}, {'answer_confidence': 'yes', 'answer': 'wipe'}, {'answer_confidence': 'yes', 'answer': 'used tissue'}, {'answer_confidence': 'yes', 'answer': 'cleaning wipes'}, {'answer_confidence': 'yes', 'answer': 'paper towel'}, {'answer_confidence': 'yes', 'answer': 'cloth'}, {'answer_confidence': 'yes', 'answer': 'cleaning towel'}, {'answer_confidence': 'maybe', 'answer': 'fabric softener'}]	other	1	7
VizWiz_train_00007829.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}]	other	1	9
VizWiz_train_00008157.jpg	What about now, please?	[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'place mat'}, {'answer_confidence': 'maybe', 'answer': 'placemats on table'}, {'answer_confidence': 'maybe', 'answer': 'counter top'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'kitchen table'}]	other	1	6
VizWiz_train_00008429.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'ginger ale'}, {'answer_confidence': 'yes', 'answer': 'this some drink item'}, {'answer_confidence': 'yes', 'answer': 'beverage can'}, {'answer_confidence': 'yes', 'answer': 'gingerale'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'can'}, {'answer_confidence': 'yes', 'answer': 'canda dry green can'}, {'answer_confidence': 'yes', 'answer': 'ginger ale'}, {'answer_confidence': 'yes', 'answer': 'soda'}]	other	1	10
VizWiz_train_00008653.jpg	Okay, what is that?	[{'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'black lab'}, {'answer_confidence': 'yes', 'answer': 'black dog'}, {'answer_confidence': 'maybe', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}]	other	1	9
VizWiz_train_00009256.jpg	Is one of these buttons labeled booster?	[{'answer_confidence': 'maybe', 'answer': 'neither top button has 1 plus sign bottom has 2'}, {'answer_confidence': 'yes', 'answer': 'small has 1 plus large has 2 plus'}, {'answer_confidence': 'yes', 'answer': 'no top has 1 plus sign bottom button has 2 plus signs'}, {'answer_confidence': 'yes', 'answer': 'bottom 1 has 2 plus marks on no other ones have booster listed on them'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no top button has on bottom button has'}]	other	1	7
VizWiz_train_00009877.jpg	Is this my seeing-eye dog?	[{'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'dog', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'maybe'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'no', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'no'}]	yes/no	1	7
VizWiz_train_00010365.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear doll'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}, {'answer_confidence': 'yes', 'answer': 'teddy bear'}]	other	1	10
VizWiz_train_00010387.jpg	What is this?	[{'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'maybe', 'answer': 'counter'}, {'answer_confidence': 'yes', 'answer': 'kitchen counter'}, {'answer_confidence': 'yes', 'answer': 'mess'}, {'answer_confidence': 'maybe', 'answer': 'cutting board'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'maybe', 'answer': 'kitchen counter'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'countertop yellow onions white onions'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}]	other	1	5
VizWiz_train_00010579.jpg	What is this a picture of?	[{'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen person table chair counter'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'man standing in doorway kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen man nearby'}]	other	1	8
VizWiz_train_00010588.jpg	Now let's see if they pay attention to the question and not tell me that this is a mixer, but tell me what color the mixer is. Please, thank you?	[{'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'silver'}, {'answer_confidence': 'yes', 'answer': 'brown'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey white'}, {'answer_confidence': 'yes', 'answer': 'grey'}]	other	1	10
VizWiz_train_00010605.jpg	What is in the picture? Thank you. Crash.	[{'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'maybe'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk', 'answer_confidence': 'yes'}, {'answer': 'milk jug', 'answer_confidence': 'yes'}, {'answer': 'half gallon on whole milk', 'answer_confidence': 'yes'}]	other	1	9
VizWiz_train_00011085.jpg	What is it?	[{'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'fridge', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'tile wall refrigerator ceramic floor', 'answer_confidence': 'yes'}, {'answer': 'fridge', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}]	other	1	10
VizWiz_train_00011167.jpg	What's that?	[{'answer': 'door', 'answer_confidence': 'yes'}, {'answer': 'door', 'answer_confidence': 'no'}, {'answer': 'foot', 'answer_confidence': 'yes'}, {'answer': 'red door', 'answer_confidence': 'yes'}, {'answer': 'door', 'answer_confidence': 'yes'}, {'answer': 'door', 'answer_confidence': 'maybe'}, {'answer': 'person laying down in front red door', 'answer_confidence': 'yes'}, {'answer': 'feet', 'answer_confidence': 'yes'}, {'answer': 'door', 'answer_confidence': 'maybe'}, {'answer': 'door', 'answer_confidence': 'maybe'}]	other	1	6
VizWiz_train_00011471.jpg	What items can you see in this picture?	[{'answer_confidence': 'maybe', 'answer': 'cabinets'}, {'answer_confidence': 'yes', 'answer': 'cabinet glasses'}, {'answer_confidence': 'yes', 'answer': 'cabnit door glasses'}, {'answer_confidence': 'yes', 'answer': 'top kitchen cabinets open door'}, {'answer_confidence': 'yes', 'answer': 'upper cabinet glasses in'}, {'answer_confidence': 'yes', 'answer': 'cabinets'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'cabinet'}, {'answer_confidence': 'yes', 'answer': 'cabinets'}, {'answer_confidence': 'yes', 'answer': 'cabinets'}]	other	1	9
VizWiz_train_00012444.jpg	What was on the table?	[{'answer': 'dressing', 'answer_confidence': 'maybe'}, {'answer': 'bottle something bowl tongs', 'answer_confidence': 'maybe'}, {'answer': 'salad', 'answer_confidence': 'yes'}, {'answer': 'plate food', 'answer_confidence': 'yes'}, {'answer': 'salad bowl condiments', 'answer_confidence': 'maybe'}, {'answer': 'plate sauce juice liquid', 'answer_confidence': 'maybe'}, {'answer': 'bowls glasses bottles', 'answer_confidence': 'yes'}, {'answer': 'food', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'no'}, {'answer': 'bowls dressing', 'answer_confidence': 'yes'}]	other	1	4
VizWiz_train_00012591.jpg	What color is this water bottle?	[{'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'transparent black'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'maybe', 'answer': 'see through black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'chrome'}, {'answer_confidence': 'yes', 'answer': 'silver black'}, {'answer_confidence': 'yes', 'answer': 'silver'}, {'answer_confidence': 'yes', 'answer': 'silver'}]	other	1	9
VizWiz_train_00012598.jpg	Is this black or white thread?	[{'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}]	other	1	10
VizWiz_train_00012779.jpg	What is in the picture?	[{'answer_confidence': 'maybe', 'answer': 'counter'}, {'answer_confidence': 'yes', 'answer': '2 foil covered pans sitting on counter'}, {'answer_confidence': 'yes', 'answer': 'ff'}, {'answer_confidence': 'yes', 'answer': '2 pans on kitchen counter'}, {'answer_confidence': 'yes', 'answer': 'kitchen counter 2 foil wrapped dishes on'}, {'answer_confidence': 'yes', 'answer': 'phone 2 pans pitcher'}, {'answer_confidence': 'yes', 'answer': 'leftovers'}, {'answer_confidence': 'maybe', 'answer': 'left overs'}, {'answer_confidence': 'maybe', 'answer': 'something wrapped in foil on top counter'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]	other	1	7
VizWiz_train_00013161.jpg	What kind of dog is this?	[{'answer_confidence': 'no', 'answer': 'westie'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'yorkie'}, {'answer_confidence': 'yes', 'answer': 'terrier'}, {'answer_confidence': 'yes', 'answer': 'white terrier'}, {'answer_confidence': 'yes', 'answer': 'scottish terrier'}, {'answer_confidence': 'no', 'answer': 'pomeranian'}, {'answer_confidence': 'yes', 'answer': 'lap dog'}, {'answer_confidence': 'yes', 'answer': 'mut'}, {'answer_confidence': 'no', 'answer': 'terrier'}]	other	1	6
VizWiz_train_00013341.jpg	Is it vox?	[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'fridge cant see name'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'no'}]	yes/no	1	5
VizWiz_train_00013495.jpg	What type of 	[{'answer_confidence': 'yes', 'answer': 'cream celery'}, {'answer_confidence': 'yes', 'answer': 'campbells celery soup'}, {'answer_confidence': 'yes', 'answer': 'celery'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'cream celery'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'celery'}, {'answer_confidence': 'yes', 'answer': 'celery'}, {'answer_confidence': 'yes', 'answer': 'cream celery soup'}]	other	1	10
VizWiz_train_00013814.jpg	What kind of flower is this?	[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'pink flowers'}, {'answer_confidence': 'maybe', 'answer': 'cherry blossom'}, {'answer_confidence': 'maybe', 'answer': 'lily'}, {'answer_confidence': 'yes', 'answer': 'carnation'}, {'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'pink peony'}]	other	1	6
VizWiz_train_00013844.jpg	What food is that?	[{'answer_confidence': 'maybe', 'answer': 'chicken'}, {'answer_confidence': 'maybe', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'chicken'}, {'answer_confidence': 'yes', 'answer': 'ds'}, {'answer_confidence': 'yes', 'answer': 'cooked chicken'}]	other	1	8
VizWiz_train_00013954.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'suit case'}, {'answer_confidence': 'yes', 'answer': 'suitcase'}, {'answer_confidence': 'yes', 'answer': 'floor'}, {'answer_confidence': 'yes', 'answer': 'suitcase'}, {'answer_confidence': 'maybe', 'answer': 'suitcase'}, {'answer_confidence': 'yes', 'answer': 'suitcase'}, {'answer_confidence': 'maybe', 'answer': 'suitcase duffel bag'}, {'answer_confidence': 'yes', 'answer': 'suitcase'}]	other	1	8
VizWiz_train_00014323.jpg	What is this device?	[{'answer_confidence': 'yes', 'answer': 'microwave'}, {'answer_confidence': 'yes', 'answer': 'this microwave'}, {'answer_confidence': 'yes', 'answer': 'microwave'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'microwave'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'microwave'}, {'answer_confidence': 'maybe', 'answer': 'microwave'}, {'answer_confidence': 'yes', 'answer': 'microwave'}, {'answer_confidence': 'yes', 'answer': 'microwave'}]	other	1	8
VizWiz_train_00014377.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'faucet'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'sink faucet'}, {'answer_confidence': 'maybe', 'answer': 'faucet'}, {'answer_confidence': 'yes', 'answer': 'sink faucet'}, {'answer_confidence': 'yes', 'answer': 'water dispenser'}, {'answer_confidence': 'yes', 'answer': 'sink faucet'}, {'answer_confidence': 'maybe', 'answer': 'soap dispenser'}, {'answer_confidence': 'yes', 'answer': 'water faucet'}, {'answer_confidence': 'yes', 'answer': 'faucet'}]	other	1	8
VizWiz_train_00014436.jpg	What is this item?	[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'wipes'}, {'answer_confidence': 'yes', 'answer': 'diaper wipes'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'wipes'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'wet wipes'}, {'answer_confidence': 'yes', 'answer': 'snacks'}, {'answer_confidence': 'yes', 'answer': 'baby wipes'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}]	other	1	7
VizWiz_train_00014660.jpg	What is this? What is this?	[{'answer_confidence': 'maybe', 'answer': 'milk'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'top part dairy container'}, {'answer_confidence': 'yes', 'answer': 'room'}, {'answer_confidence': 'yes', 'answer': 'room'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'milk cooking pot living room'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'milk carton'}]	other	1	5
VizWiz_train_00014842.jpg	What is that thing?	[{'answer_confidence': 'yes', 'answer': 'paper cup for drinking'}, {'answer_confidence': 'yes', 'answer': 'cup'}, {'answer_confidence': 'yes', 'answer': 'cup'}, {'answer_confidence': 'yes', 'answer': 'styrofoam cup'}, {'answer_confidence': 'yes', 'answer': 'cup'}, {'answer_confidence': 'maybe', 'answer': 'white cup'}, {'answer_confidence': 'maybe', 'answer': 'foam cup'}, {'answer_confidence': 'yes', 'answer': 'cup'}, {'answer_confidence': 'yes', 'answer': 'styrofoam cup'}, {'answer_confidence': 'yes', 'answer': 'cup'}]	other	1	8
VizWiz_train_00015088.jpg	What do you see?	[{'answer_confidence': 'maybe', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'food'}, {'answer_confidence': 'yes', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'plate rice on'}, {'answer_confidence': 'yes', 'answer': 'hey'}, {'answer_confidence': 'yes', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'rice'}, {'answer_confidence': 'yes', 'answer': 'rice'}]	other	1	9
VizWiz_train_00015096.jpg	what is it?	[{'answer_confidence': 'maybe', 'answer': 'napkins'}, {'answer_confidence': 'yes', 'answer': 'napkins'}, {'answer_confidence': 'yes', 'answer': 'napkin holder'}, {'answer_confidence': 'yes', 'answer': 'napkins on kitchen table'}, {'answer_confidence': 'yes', 'answer': 'napkins napkin holder'}, {'answer_confidence': 'yes', 'answer': 'napkin holder'}, {'answer_confidence': 'maybe', 'answer': 'napkins in napkin holder'}, {'answer_confidence': 'yes', 'answer': 'napkins'}, {'answer_confidence': 'maybe', 'answer': 'napkins'}, {'answer_confidence': 'maybe', 'answer': 'napkins'}]	other	1	6
VizWiz_train_00015536.jpg	What does this surface look like? Thank you.	[{'answer_confidence': 'yes', 'answer': 'marble'}, {'answer_confidence': 'yes', 'answer': 'white marble'}, {'answer_confidence': 'yes', 'answer': 'white'}, {'answer_confidence': 'yes', 'answer': 'marble'}, {'answer_confidence': 'maybe', 'answer': 'marble'}, {'answer_confidence': 'maybe', 'answer': 'marble'}, {'answer_confidence': 'yes', 'answer': 'grey granite'}, {'answer_confidence': 'yes', 'answer': 'concrete'}, {'answer_confidence': 'yes', 'answer': 'cement'}, {'answer_confidence': 'yes', 'answer': 'grey hard top'}]	other	1	8
VizWiz_train_00015848.jpg	What kind of dog is this?	[{'answer_confidence': 'yes', 'answer': 'terrier'}, {'answer_confidence': 'maybe', 'answer': 'terrier'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'schnauzer'}, {'answer_confidence': 'maybe', 'answer': 'schnauzer'}, {'answer_confidence': 'maybe', 'answer': 'poodle'}, {'answer_confidence': 'yes', 'answer': 'schnauzer'}, {'answer_confidence': 'maybe', 'answer': 'scottie'}, {'answer_confidence': 'maybe', 'answer': 'terrier'}, {'answer_confidence': 'maybe', 'answer': 'terrier'}]	other	1	4
VizWiz_train_00016072.jpg	What kind of soda is this?	[{'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}, {'answer_confidence': 'yes', 'answer': 'sprite'}]	other	1	10
VizWiz_train_00016115.jpg	What is this? 	[{'answer_confidence': 'yes', 'answer': 'coffee pot'}, {'answer_confidence': 'yes', 'answer': 'french press'}, {'answer_confidence': 'yes', 'answer': 'coffee pot'}, {'answer_confidence': 'maybe', 'answer': 'coffee'}, {'answer_confidence': 'yes', 'answer': 'french press'}, {'answer_confidence': 'maybe', 'answer': 'tea coffee press'}, {'answer_confidence': 'yes', 'answer': 'coffee pot'}, {'answer_confidence': 'yes', 'answer': 'jar'}, {'answer_confidence': 'maybe', 'answer': 'coffe brewer'}, {'answer_confidence': 'yes', 'answer': 'coffee press'}]	other	1	7
